<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20211025,000000,1545.0000000,1555.8000000,1522.0000000,1547.0000000,389985
20211026,000000,1557.0000000,1557.2000000,1509.0000000,1515.4000000,292053
20211027,000000,1515.0000000,1546.2000000,1502.8000000,1540.2000000,382913
20211028,000000,1539.0000000,1545.2000000,1484.6000000,1504.2000000,708834
20211029,000000,1504.2000000,1509.0000000,1443.6000000,1461.2000000,685916
20211101,000000,1473.0000000,1473.0000000,1439.8000000,1463.4000000,513701
20211102,000000,1465.0000000,1469.0000000,1434.0000000,1441.4000000,404439
20211103,000000,1442.4000000,1457.4000000,1437.2000000,1449.8000000,234928
20211105,000000,1452.0000000,1453.4000000,1427.0000000,1438.0000000,222612
20211108,000000,1442.0000000,1457.0000000,1426.2000000,1433.8000000,345328
20211109,000000,1428.8000000,1435.6000000,1400.6000000,1405.0000000,565948
20211110,000000,1409.0000000,1415.6000000,1371.6000000,1379.4000000,598352
20211111,000000,1389.4000000,1397.2000000,1371.2000000,1391.0000000,385666
20211112,000000,1395.0000000,1413.8000000,1378.0000000,1403.0000000,581613
20211115,000000,1405.0000000,1414.0000000,1384.0000000,1388.8000000,314129
20211116,000000,1393.4000000,1401.0000000,1378.0000000,1389.4000000,319555
20211117,000000,1385.0000000,1400.0000000,1380.2000000,1380.8000000,253253
20211118,000000,1380.8000000,1398.8000000,1376.4000000,1385.0000000,280243
20211119,000000,1390.8000000,1395.0000000,1320.0000000,1325.8000000,1016709
20211122,000000,1329.0000000,1339.2000000,1259.2000000,1280.0000000,1101739
20211123,000000,1280.0000000,1296.0000000,1256.4000000,1295.0000000,765551
20211124,000000,1305.0000000,1311.8000000,1266.8000000,1290.2000000,442730
20211125,000000,1291.6000000,1301.6000000,1268.2000000,1279.0000000,326323
20211126,000000,1268.0000000,1268.0000000,1203.0000000,1206.8000000,775285
20211129,000000,1219.0000000,1265.4000000,1212.6000000,1244.8000000,661610
20211130,000000,1210.0000000,1267.4000000,1210.0000000,1247.0000000,892553
20211201,000000,1257.0000000,1300.0000000,1254.4000000,1264.8000000,570964
20211202,000000,1270.4000000,1378.6000000,1260.0000000,1348.2000000,1872952
20211203,000000,1346.8000000,1347.2000000,1212.4000000,1240.8000000,1832216
20211206,000000,1245.4000000,1272.0000000,1155.0000000,1167.8000000,1203592
20211207,000000,1165.0000000,1173.2000000,1088.2000000,1111.0000000,2139075
20211208,000000,1121.8000000,1129.4000000,1016.4000000,1041.4000000,2375378
20211209,000000,1042.8000000,1042.8000000,1001.2000000,1015.0000000,1805462
20211210,000000,1018.4000000,1053.8000000,983.0000000,986.6000000,1406697
20211213,000000,987.0000000,993.0000000,901.0000000,905.8000000,3177325
20211214,000000,914.4000000,950.0000000,842.8000000,897.4000000,1784849
20211215,000000,900.0000000,973.8000000,883.6000000,961.0000000,2233053
20211216,000000,966.0000000,1019.0000000,951.4000000,982.8000000,2446215
20211217,000000,983.4000000,1002.2000000,940.0000000,962.0000000,1109830
20211220,000000,957.2000000,957.8000000,891.0000000,912.0000000,1132272
20211221,000000,915.2000000,948.0000000,915.0000000,924.6000000,766397
20211222,000000,925.0000000,929.6000000,895.0000000,912.2000000,917610
20211223,000000,917.2000000,918.0000000,872.6000000,880.2000000,1592364
20211224,000000,878.4000000,884.2000000,850.0000000,877.0000000,1703934
20211227,000000,877.2000000,899.0000000,877.0000000,884.8000000,1136067
20211228,000000,887.8000000,894.2000000,870.0000000,876.6000000,1012474
20211229,000000,876.2000000,883.0000000,860.0000000,865.4000000,674672
20211230,000000,865.4000000,874.0000000,859.4000000,872.4000000,390664
20220103,000000,873.0000000,889.8000000,869.0000000,885.8000000,467181
20220104,000000,885.2000000,888.6000000,865.2000000,874.0000000,580650
20220105,000000,874.0000000,878.8000000,813.2000000,816.2000000,1320091
20220106,000000,814.8000000,836.2000000,774.0000000,793.0000000,2258597
20220110,000000,796.0000000,805.0000000,752.6000000,766.8000000,1338224
20220111,000000,770.0000000,780.2000000,756.0000000,770.8000000,1341603
20220112,000000,770.0000000,791.6000000,763.0000000,770.4000000,1678976
20220113,000000,768.0000000,783.0000000,739.4000000,754.6000000,1513122
20220114,000000,754.0000000,765.0000000,660.0000000,686.4000000,4356559
20220117,000000,686.4000000,722.2000000,652.0000000,710.6000000,2461356
20220118,000000,712.0000000,718.8000000,640.0000000,662.8000000,4020323
20220119,000000,665.0000000,696.8000000,612.2000000,675.6000000,4364347
20220120,000000,680.0000000,741.0000000,670.4000000,683.0000000,2822684
20220121,000000,684.0000000,688.4000000,640.2000000,645.8000000,2456141
20220124,000000,651.0000000,662.4000000,556.8000000,596.2000000,5360718
20220125,000000,595.0000000,613.4000000,562.2000000,594.2000000,3143841
20220126,000000,595.8000000,604.0000000,567.8000000,583.0000000,2973843
20220127,000000,576.0000000,609.4000000,571.0000000,591.2000000,3582583
20220128,000000,594.4000000,607.8000000,585.0000000,597.0000000,2296372
20220131,000000,599.0000000,635.0000000,597.2000000,630.0000000,2904545
20220201,000000,630.4000000,666.6000000,630.4000000,655.6000000,2948496
20220202,000000,660.0000000,685.0000000,615.6000000,633.0000000,2999827
20220203,000000,623.8000000,624.8000000,588.8000000,602.0000000,2681231
20220204,000000,610.0000000,623.0000000,555.0000000,580.8000000,3017420
20220207,000000,583.0000000,592.8000000,564.8000000,581.8000000,1389619
20220208,000000,578.4000000,614.0000000,578.2000000,609.8000000,1416060
20220209,000000,610.0000000,639.6000000,609.0000000,635.0000000,1495157
20220210,000000,647.6000000,656.4000000,598.4000000,607.4000000,2667606
20220211,000000,608.8000000,612.0000000,575.0000000,584.8000000,1772253
20220214,000000,583.8000000,596.0000000,559.8000000,596.0000000,2040152
20220215,000000,594.2000000,628.6000000,594.2000000,617.4000000,2076256
20220216,000000,619.6000000,640.0000000,596.0000000,614.6000000,2152759
20220217,000000,612.6000000,614.2000000,580.0000000,588.0000000,1613561
20220218,000000,589.0000000,601.6000000,549.4000000,559.2000000,2196013
20220221,000000,557.2000000,580.6000000,399.8000000,420.0000000,10781850
20220222,000000,419.8000000,485.8000000,348.2000000,479.8000000,9240415
20220224,000000,429.2000000,429.2000000,235.0000000,309.0000000,5102571
20220225,000000,277.2000000,366.4000000,277.2000000,296.0000000,3471329
20220329,000000,299.8000000,534.4000000,299.0000000,510.0000000,3370260
20220330,000000,596.0000000,699.8000000,530.4000000,559.4000000,5816792
20220331,000000,564.0000000,596.0000000,510.6000000,567.0000000,2579556
20220401,000000,578.0000000,578.8000000,530.0000000,556.2000000,1238278
20220404,000000,563.2000000,565.0000000,515.0000000,536.0000000,1117648
20220405,000000,543.0000000,543.2000000,476.8000000,502.2000000,1303779
20220406,000000,502.2000000,550.0000000,483.0000000,502.0000000,1799072
20220407,000000,502.0000000,524.6000000,490.0000000,492.0000000,757546
20220408,000000,506.0000000,523.0000000,486.0000000,497.8000000,854444
20220411,000000,520.4000000,520.4000000,486.0000000,488.0000000,514762
20220412,000000,489.8000000,490.8000000,454.8000000,468.8000000,529586
20220413,000000,465.8000000,481.8000000,457.6000000,466.8000000,393778
20220414,000000,468.4000000,473.6000000,426.0000000,430.2000000,562180
20220415,000000,425.4000000,440.2000000,407.8000000,422.6000000,475414
20220418,000000,424.4000000,467.4000000,423.0000000,426.0000000,927099
20220419,000000,429.6000000,442.8000000,400.2000000,422.0000000,681876
20220420,000000,434.6000000,459.6000000,413.0000000,437.8000000,1006404
20220421,000000,440.4000000,444.4000000,421.6000000,425.4000000,325361
20220422,000000,425.4000000,441.0000000,411.2000000,416.8000000,378375
20220425,000000,409.6000000,425.0000000,360.2000000,370.6000000,843064
20220426,000000,370.0000000,390.0000000,358.4000000,378.2000000,1100035
20220427,000000,383.0000000,432.0000000,378.2000000,432.0000000,1700973
20220428,000000,441.4000000,457.0000000,401.0000000,404.0000000,2897541
20220429,000000,403.0000000,416.6000000,390.2000000,399.0000000,811832
20220504,000000,404.0000000,417.8000000,386.0000000,386.8000000,635802
20220505,000000,395.0000000,396.0000000,380.0000000,386.0000000,383293
20220506,000000,387.8000000,388.8000000,370.0000000,374.6000000,325089
20220511,000000,376.0000000,383.6000000,362.2000000,370.0000000,304582
20220512,000000,371.0000000,371.0000000,326.4000000,338.4000000,513335
20220513,000000,349.8000000,349.8000000,333.2000000,339.0000000,204558
20220516,000000,345.0000000,355.0000000,341.2000000,349.0000000,284738
20220517,000000,358.0000000,365.0000000,350.2000000,357.2000000,276895
20220518,000000,362.0000000,384.4000000,355.4000000,375.2000000,563871
20220519,000000,377.2000000,379.8000000,360.0000000,361.6000000,219465
20220520,000000,363.0000000,370.0000000,349.0000000,350.2000000,331022
20220523,000000,355.2000000,368.8000000,341.0000000,345.0000000,287436
20220524,000000,349.0000000,349.0000000,324.0000000,335.6000000,264982
20220525,000000,340.4000000,344.8000000,335.6000000,344.8000000,172799
20220526,000000,346.8000000,364.4000000,345.0000000,351.4000000,424824
20220527,000000,352.0000000,357.0000000,342.2000000,347.0000000,245180
20220530,000000,348.8000000,357.8000000,340.0000000,340.2000000,254313
20220531,000000,333.8000000,343.0000000,331.6000000,336.0000000,210962
20220601,000000,336.4000000,346.0000000,331.0000000,333.4000000,256646
20220602,000000,333.0000000,337.4000000,325.2000000,328.8000000,289643
20220603,000000,330.0000000,330.6000000,303.8000000,307.8000000,567239
20220606,000000,308.0000000,308.0000000,285.0000000,288.0000000,816872
20220607,000000,284.8000000,289.2000000,266.0000000,280.2000000,756666
20220608,000000,283.4000000,296.8000000,283.4000000,290.0000000,404245
20220609,000000,285.4000000,288.8000000,275.8000000,279.0000000,310678
20220610,000000,279.2000000,284.4000000,270.2000000,280.0000000,256510
20220614,000000,275.2000000,278.8000000,257.4000000,269.0000000,349683
20220615,000000,275.0000000,305.0000000,271.2000000,300.8000000,1714325
20220616,000000,307.4000000,322.8000000,301.2000000,313.6000000,1300808
20220617,000000,317.0000000,322.2000000,303.0000000,308.0000000,635276
20220620,000000,309.2000000,315.8000000,302.2000000,310.0000000,365772
20220621,000000,311.0000000,313.2000000,292.0000000,300.0000000,348583
20220622,000000,296.4000000,297.8000000,287.4000000,292.8000000,232857
20220623,000000,293.0000000,314.4000000,290.4000000,310.6000000,855826
20220624,000000,311.4000000,311.8000000,297.8000000,302.8000000,353533
20220627,000000,302.8000000,318.4000000,301.0000000,316.2000000,681779
20220628,000000,315.8000000,339.0000000,315.0000000,338.4000000,1126839
20220629,000000,339.0000000,339.4000000,317.0000000,324.0000000,513440
20220630,000000,324.0000000,330.0000000,292.0000000,302.4000000,729316
20220701,000000,300.0000000,308.6000000,292.0000000,303.0000000,333415
20220704,000000,303.0000000,325.0000000,301.6000000,315.6000000,651009
20220705,000000,319.0000000,321.2000000,308.0000000,314.8000000,330256
20220706,000000,313.8000000,335.2000000,310.6000000,321.0000000,1385622
20220707,000000,325.0000000,332.8000000,321.8000000,332.8000000,534402
20220708,000000,336.0000000,341.6000000,323.2000000,328.8000000,458232
20220711,000000,329.4000000,332.8000000,321.0000000,323.0000000,239379
20220712,000000,322.8000000,322.8000000,304.2000000,319.8000000,450565
20220713,000000,320.8000000,323.8000000,301.0000000,307.8000000,463040
20220714,000000,306.0000000,312.2000000,297.0000000,300.8000000,302685
20220715,000000,302.8000000,311.6000000,301.0000000,307.6000000,327898
20220718,000000,312.4000000,327.0000000,306.0000000,322.2000000,505676
20220719,000000,325.0000000,325.8000000,311.4000000,319.6000000,227355
20220720,000000,321.0000000,326.0000000,315.0000000,315.8000000,430806
20220721,000000,317.0000000,319.0000000,306.2000000,311.4000000,271197
20220722,000000,312.8000000,321.2000000,312.0000000,318.2000000,203123
20220725,000000,320.2000000,360.2000000,315.6000000,360.2000000,2027423
20220726,000000,362.2000000,410.0000000,361.0000000,410.0000000,3708982
20220727,000000,416.0000000,424.0000000,390.0000000,400.0000000,2141299
20220728,000000,402.8000000,420.0000000,392.4000000,414.4000000,1925238
20220729,000000,415.0000000,419.2000000,399.0000000,409.0000000,1173296
20220801,000000,408.0000000,413.0000000,385.0000000,391.0000000,747955
20220802,000000,387.0000000,390.4000000,365.2000000,365.6000000,734954
20220803,000000,365.6000000,402.4000000,365.2000000,402.4000000,1304230
20220804,000000,409.6000000,431.4000000,407.0000000,413.8000000,2055487
20220805,000000,415.6000000,421.2000000,383.2000000,387.6000000,1288792
20220808,000000,408.4000000,419.6000000,401.4000000,411.8000000,767922
20220809,000000,415.8000000,448.0000000,402.0000000,444.0000000,2024996
20220810,000000,450.0000000,482.0000000,443.0000000,461.0000000,3092018
20220811,000000,455.0000000,455.0000000,405.2000000,407.0000000,3546439
20220812,000000,404.4000000,425.0000000,391.2000000,418.0000000,1943199
20220815,000000,414.2000000,423.8000000,404.4000000,411.0000000,738090
20220816,000000,413.8000000,415.6000000,407.0000000,413.8000000,485142
20220817,000000,425.0000000,433.0000000,416.4000000,419.6000000,975696
20220818,000000,422.0000000,422.0000000,411.4000000,416.2000000,262373
20220819,000000,412.8000000,414.8000000,404.0000000,414.4000000,355476
20220822,000000,415.0000000,430.2000000,410.2000000,421.8000000,772951
20220823,000000,426.8000000,447.8000000,419.2000000,447.8000000,1434112
20220824,000000,447.8000000,449.6000000,425.2000000,429.0000000,866758
20220825,000000,430.8000000,440.0000000,430.0000000,433.2000000,363343
20220826,000000,435.2000000,437.6000000,430.4000000,436.8000000,183252
20220829,000000,436.0000000,439.8000000,426.2000000,433.0000000,409401
20220830,000000,433.0000000,438.0000000,425.4000000,429.2000000,572692
20220831,000000,431.0000000,441.0000000,412.2000000,428.0000000,592451
20220901,000000,429.0000000,429.8000000,420.2000000,422.0000000,291534
20220902,000000,422.8000000,424.0000000,415.0000000,419.6000000,434209
20220905,000000,421.6000000,437.4000000,417.6000000,431.6000000,703776
20220906,000000,433.6000000,436.0000000,400.6000000,418.0000000,1013767
20220907,000000,421.8000000,433.8000000,417.6000000,422.0000000,675657
20220908,000000,421.0000000,429.8000000,418.2000000,423.0000000,403754
20220909,000000,424.0000000,439.8000000,424.0000000,437.0000000,697536
20220912,000000,437.4000000,473.8000000,430.2000000,468.0000000,2095870
20220913,000000,469.8000000,474.2000000,455.8000000,461.8000000,1019751
20220914,000000,460.8000000,467.6000000,451.0000000,464.8000000,672927
20220915,000000,466.6000000,487.8000000,466.0000000,484.6000000,1315484
20220916,000000,487.0000000,514.6000000,481.0000000,510.0000000,2599274
20220919,000000,512.0000000,550.2000000,507.0000000,550.2000000,3683963
20220920,000000,550.0000000,559.6000000,460.2000000,493.0000000,12843791
20220921,000000,441.0000000,484.4000000,416.0000000,447.6000000,4870145
20220922,000000,448.2000000,477.8000000,448.2000000,469.6000000,3117183
20220923,000000,470.2000000,472.8000000,406.8000000,419.8000000,3559151
20220926,000000,414.0000000,414.0000000,330.2000000,330.2000000,6703741
20220927,000000,335.2000000,382.2000000,318.4000000,375.4000000,7379992
20220928,000000,375.0000000,389.4000000,345.0000000,362.0000000,5119347
20220929,000000,366.4000000,373.8000000,346.2000000,356.0000000,3062418
20220930,000000,357.2000000,370.0000000,329.0000000,363.2000000,2943042
20221003,000000,370.0000000,394.4000000,366.0000000,392.2000000,2919446
20221004,000000,396.2000000,405.8000000,384.2000000,390.4000000,3638475
20221005,000000,388.0000000,394.0000000,365.2000000,390.0000000,2567210
20221006,000000,393.0000000,399.0000000,385.2000000,386.4000000,1381305
20221007,000000,386.4000000,387.2000000,358.8000000,360.8000000,1533458
20221010,000000,338.8000000,383.6000000,336.6000000,382.4000000,2340342
20221011,000000,383.8000000,408.4000000,380.8000000,403.4000000,1678969
20221012,000000,404.6000000,434.0000000,398.0000000,427.6000000,3040849
20221013,000000,428.0000000,441.2000000,418.2000000,440.0000000,1963147
20221014,000000,449.0000000,451.8000000,426.2000000,439.0000000,1829089
20221017,000000,442.4000000,457.8000000,440.2000000,455.2000000,1735367
20221018,000000,458.8000000,460.0000000,425.2000000,429.2000000,2212401
20221019,000000,429.0000000,439.6000000,414.0000000,436.0000000,2582878
20221020,000000,442.0000000,447.0000000,430.4000000,435.0000000,1195285
20221021,000000,435.6000000,442.0000000,426.0000000,440.6000000,785935
20221024,000000,445.6000000,448.0000000,433.0000000,437.6000000,634365
20221025,000000,434.2000000,452.8000000,418.6000000,448.2000000,1280646
20221026,000000,448.6000000,453.4000000,443.6000000,450.2000000,804026
20221027,000000,452.0000000,456.8000000,438.6000000,446.2000000,942476
20221028,000000,444.6000000,450.8000000,430.8000000,446.4000000,785352
20221031,000000,450.0000000,455.0000000,445.0000000,453.0000000,554463
20221101,000000,454.8000000,468.8000000,453.2000000,468.8000000,1509863
20221102,000000,470.0000000,472.0000000,442.0000000,449.6000000,1263305
20221103,000000,446.2000000,458.4000000,438.2000000,455.4000000,1041634
20221107,000000,464.2000000,470.2000000,459.0000000,469.8000000,868129
20221108,000000,470.4000000,479.6000000,462.4000000,476.2000000,957685
20221109,000000,476.4000000,485.8000000,442.2000000,464.0000000,2017967
20221110,000000,468.0000000,506.8000000,466.4000000,502.4000000,3887267
20221111,000000,504.2000000,506.4000000,490.0000000,499.8000000,1100369
20221114,000000,501.2000000,532.0000000,496.0000000,521.0000000,1604939
20221115,000000,522.2000000,528.6000000,472.2000000,497.8000000,3067972
20221116,000000,501.2000000,512.0000000,495.6000000,508.0000000,891803
20221117,000000,508.2000000,518.6000000,495.8000000,505.2000000,929288
20221118,000000,504.8000000,510.8000000,498.0000000,502.4000000,613419
20221121,000000,502.0000000,502.0000000,481.6000000,489.8000000,1000915
20221122,000000,489.0000000,506.8000000,486.4000000,501.2000000,1083177
20221123,000000,501.2000000,509.0000000,496.0000000,505.6000000,753308
20221124,000000,505.8000000,510.6000000,501.2000000,506.8000000,486167
20221125,000000,505.4000000,507.0000000,497.2000000,498.8000000,348327
20221128,000000,495.4000000,500.2000000,490.4000000,495.8000000,518310
20221129,000000,497.0000000,502.8000000,496.6000000,499.4000000,271460
20221130,000000,499.2000000,510.0000000,496.2000000,506.4000000,297145
20221201,000000,508.0000000,509.0000000,498.2000000,501.8000000,318801
20221202,000000,502.2000000,502.2000000,492.2000000,496.6000000,371943
20221205,000000,495.8000000,503.4000000,492.2000000,498.2000000,364006
20221206,000000,498.8000000,499.6000000,470.0000000,487.8000000,480206
20221207,000000,486.6000000,486.8000000,477.6000000,484.6000000,494847
20221208,000000,485.6000000,488.0000000,471.4000000,474.4000000,617968
20221209,000000,474.0000000,482.8000000,470.2000000,471.2000000,341658
20221212,000000,471.4000000,474.2000000,460.2000000,468.2000000,365274
20221213,000000,469.6000000,470.0000000,458.0000000,463.6000000,355933
20221214,000000,463.6000000,463.6000000,438.4000000,443.0000000,978986
20221215,000000,442.0000000,448.0000000,428.0000000,441.2000000,1088465
20221216,000000,441.2000000,446.8000000,438.0000000,442.6000000,313272
20221219,000000,443.0000000,443.4000000,428.0000000,433.4000000,762038
20221220,000000,430.0000000,452.2000000,428.8000000,449.4000000,828594
20221221,000000,454.8000000,455.0000000,434.0000000,440.0000000,782554
20221222,000000,440.0000000,462.6000000,436.0000000,460.8000000,820467
20221223,000000,459.4000000,469.0000000,448.6000000,451.0000000,962788
20221226,000000,451.6000000,457.6000000,445.0000000,452.6000000,454010
20221227,000000,452.8000000,457.2000000,449.0000000,453.2000000,412757
20221228,000000,453.6000000,453.6000000,438.4000000,440.6000000,432264
20221229,000000,440.6000000,446.4000000,437.2000000,441.6000000,361906
20221230,000000,440.0000000,442.6000000,432.6000000,437.0000000,385600
20230103,000000,438.4000000,454.6000000,435.8000000,446.8000000,323209
20230104,000000,448.0000000,459.4000000,442.6000000,451.2000000,343188
20230105,000000,452.4000000,456.4000000,450.0000000,450.6000000,279101
20230106,000000,451.0000000,451.0000000,442.4000000,446.6000000,153993
20230109,000000,449.0000000,453.4000000,446.6000000,451.0000000,189917
20230110,000000,450.4000000,451.0000000,445.8000000,449.8000000,174675
20230111,000000,450.8000000,466.0000000,450.0000000,462.8000000,846312
20230112,000000,463.4000000,472.0000000,457.0000000,469.4000000,469198
20230113,000000,469.6000000,476.4000000,466.0000000,473.4000000,561277
20230116,000000,479.6000000,491.8000000,476.4000000,489.8000000,944993
20230117,000000,490.6000000,492.0000000,471.0000000,474.2000000,940555
20230118,000000,475.4000000,483.2000000,465.0000000,476.8000000,593846
20230119,000000,475.8000000,480.0000000,466.8000000,467.6000000,380726
20230120,000000,468.0000000,472.2000000,461.0000000,468.2000000,272735
20230123,000000,469.8000000,482.8000000,469.0000000,482.0000000,583967
20230124,000000,484.2000000,484.8000000,473.0000000,474.4000000,463506
20230125,000000,472.6000000,478.4000000,471.0000000,478.4000000,296007
20230126,000000,479.0000000,480.0000000,474.0000000,476.2000000,162368
20230127,000000,476.0000000,480.0000000,468.2000000,475.0000000,331919
20230130,000000,477.8000000,483.2000000,474.2000000,482.2000000,412194
20230131,000000,483.2000000,492.6000000,482.2000000,488.2000000,942039
20230201,000000,490.6000000,497.0000000,480.2000000,488.8000000,933252
20230202,000000,493.8000000,501.0000000,486.6000000,492.0000000,606076
20230203,000000,491.6000000,491.6000000,481.6000000,485.2000000,342072
20230206,000000,486.8000000,495.0000000,485.6000000,493.4000000,354841
20230207,000000,494.4000000,499.4000000,487.2000000,490.8000000,464387
20230208,000000,491.0000000,491.8000000,480.8000000,487.6000000,418853
20230209,000000,487.6000000,487.6000000,476.0000000,482.0000000,362269
20230210,000000,480.0000000,482.2000000,478.2000000,481.0000000,168540
20230213,000000,483.2000000,490.8000000,481.2000000,482.4000000,382081
20230214,000000,483.2000000,505.0000000,482.6000000,485.6000000,2532383
20230215,000000,483.0000000,483.4000000,451.0000000,460.0000000,2304801
20230216,000000,462.0000000,468.8000000,452.0000000,456.4000000,746927
20230217,000000,455.2000000,461.0000000,451.2000000,456.4000000,441607
20230220,000000,460.0000000,460.6000000,446.0000000,456.4000000,580032
20230221,000000,459.8000000,479.8000000,457.2000000,468.2000000,940762
20230222,000000,470.0000000,470.4000000,463.2000000,465.4000000,229008
20230224,000000,465.0000000,473.6000000,464.4000000,473.4000000,413107
20230227,000000,461.8000000,479.4000000,452.2000000,476.6000000,827063
20230228,000000,479.4000000,482.2000000,471.0000000,475.6000000,496215
20230301,000000,479.0000000,490.8000000,476.0000000,487.2000000,1281185
20230302,000000,488.0000000,488.6000000,468.0000000,475.2000000,842870
20230303,000000,477.0000000,481.8000000,476.6000000,479.8000000,315754
20230306,000000,483.4000000,490.0000000,482.2000000,489.8000000,351951
20230307,000000,490.6000000,492.8000000,483.2000000,486.8000000,287812
20230309,000000,486.6000000,489.6000000,479.0000000,488.6000000,448156
20230310,000000,486.2000000,487.8000000,481.8000000,485.6000000,312745
20230313,000000,485.8000000,502.2000000,485.8000000,497.8000000,1170453
20230314,000000,499.6000000,514.0000000,498.0000000,507.2000000,1395003
20230315,000000,508.0000000,512.0000000,497.6000000,501.2000000,1090501
20230316,000000,502.0000000,507.2000000,477.4000000,485.2000000,1906856
20230317,000000,486.2000000,490.4000000,479.2000000,482.4000000,726238
20230320,000000,482.4000000,485.8000000,475.0000000,484.2000000,743351
20230321,000000,484.6000000,488.0000000,476.0000000,480.6000000,601784
20230322,000000,480.2000000,481.0000000,475.2000000,478.0000000,259933
20230323,000000,477.8000000,480.4000000,477.2000000,478.0000000,117773
20230324,000000,479.8000000,480.0000000,477.4000000,478.8000000,175337
20230327,000000,479.4000000,486.0000000,479.0000000,485.6000000,413718
20230328,000000,489.0000000,491.6000000,480.2000000,483.2000000,529968
20230329,000000,484.8000000,485.6000000,480.2000000,483.4000000,327857
20230330,000000,484.0000000,487.6000000,481.2000000,485.6000000,299018
20230331,000000,487.0000000,487.4000000,477.0000000,480.8000000,542157
20230403,000000,482.6000000,485.2000000,476.4000000,481.6000000,339574
20230404,000000,482.0000000,482.2000000,468.0000000,471.4000000,1185589
20230405,000000,472.0000000,472.0000000,463.4000000,467.8000000,764831
20230406,000000,470.4000000,470.8000000,461.6000000,464.0000000,775746
20230407,000000,464.0000000,465.4000000,459.0000000,461.2000000,830905
20230410,000000,461.6000000,478.8000000,461.0000000,478.6000000,1485963
20230411,000000,480.0000000,484.0000000,463.0000000,467.0000000,1686681
20230412,000000,469.0000000,480.0000000,465.2000000,474.4000000,826071
20230413,000000,475.2000000,477.6000000,467.6000000,470.6000000,341612
20230414,000000,471.2000000,471.6000000,467.2000000,471.6000000,246676
20230417,000000,475.0000000,475.0000000,472.2000000,474.6000000,66605
